NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210051658369;2021;3;F;1;0;1;3;0;1;;1;;;;;;;;2931905;Tucano;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210052034229;2021;3;M;1;1;1;2;0;2;2;0;1302603;Manaus;13;AM;2;1;1;1302603;Manaus;13;AM;1;1;1;1;911;880;890;902;529.6;463;455.4;530.5;CDBCDDAABBEADCDEDBCECEACDBACCEBACCDABCDBEEEDE;DCBBAEDDBBEACBCBABBCDCBBAEABCDBBCABEDDAEADEEC;DADBB99999DDEDECBACDEBCADCDACCEADCEDCAECEAEDBDEBCB;DDABEAECCBDCDBDBCDBCDABEDABDBCDDCDDABDBEDAABC;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;120;120;80;100;40;460;B;A;C;B;3;B;A;B;B;A;A;B;A;B;A;A;A;A;A;A;A;B;A;A;B
210051079567;2021;9;M;1;1;1;1;6;1;;0;;;;;;;;3118601;Contagem;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;D;B;A;6;D;A;B;D;A;A;B;B;A;A;A;A;B;C;A;A;C;A;A;B
210052394112;2021;10;M;1;1;1;1;6;1;;0;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;1012;999;1003;1008;400.1;426.8;415.3;430.8;DDCECCCDCDCAEBEACCACCECEEECACEBDABCBDBECCDDBB;AACDBAAACAEBADBADBEBEDEBECAEEDBCBECCBBACDECDB;99999AADADABAEEEDABDEAEAEECCEAECAABABDEDBEDECBABEC;BEBDDCDCABECCBACDBCBEAAACCDBECDBAEEDCAECBACDB;1;ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE;1;80;120;100;120;100;520;E;F;B;B;3;C;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
210051657964;2021;2;F;1;3;1;2;0;3;1;0;;;;;;;;3167202;Sete Lagoas;31;MG;1;1;1;1;911;880;890;902;586.1;710.3;589.6;760.9;CDBADBABEDBEEEBEAACCCEDAEBABDDBDECDABEADBECDB;CBBBAEEABBABEECEBAAEAEBEACAEABEDDEBBCADACBADC;ADBEA99999DDCACBEBCDBB*ADDBDAAEADEDACEACDADADBDDBD;DCCEBDBEBDDDDEDDCABDDEEBAABDCADCCEEBEDBCCDBDA;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;160;180;160;200;200;900;E;G;D;D;4;I;A;C;D;B;B;B;A;B;A;B;A;B;A;A;A;E;A;B;B
210051382918;2021;3;F;1;1;1;2;0;2;1;0;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;911;880;890;902;423.7;573;508.2;541.2;CABDBEAADECBADDCBEAEDEACDBBBDAEDDDAABCBCADCDB;ABABAEADBBAECDCDEADABEDEACAEBAECDCABDADBCBEDC;ADCAA99999DCDAEDBADCBBEEADDDCCEADCBBAEEACDBDCDCDCB;BADDDCBAAADADEBDAAADDBECCCEEEBADBDCCADDEABCDA;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;160;200;140;160;200;860;E;D;B;A;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210051976610;2021;3;M;1;3;1;1;1;1;;0;;;;;;;;3106200;Belo Horizonte;31;MG;1;1;1;1;909;881;892;899;597.8;602.6;590.7;694.3;BCEEADBEABBBDBCADDCDBEBDEBCDBCACBCDECCCDDABCE;BCECCEECBAEBEADCABAAEBEBBCADADABAEEDCBEDCAABA;ADCAD99999CDADAADABDDABCCEBBBDDBBEADEEECADDBCAACCA;EBEEABCDDCACCBBCDCECECACDDACBABECBDEDDCABDCDD;0;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;140;180;140;160;180;800;D;D;C;B;4;E;A;B;D;C;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
210051689964;2021;4;M;1;3;1;1;1;1;;0;;;;;;;;3205101;Viana;32;ES;1;1;1;1;909;881;892;899;584.5;618.5;570.1;681.9;ECADAEECDBCBDBCCBDEDBECEECBACECCEBEDCCDADACEB;BEECCAEACACBAADCABACADEBABADBCBBAEBDBBAECDBCB;99999AADCDCDBDAAEDCBDABDABBBAADBBEEECBEADBCBABADCA;CADEBBDDDCECCBBEDCDCBEACEDABDBB.CDCEDBCDEBEBB;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;160;200;160;200;200;920;B;B;A;A;4;E;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;C;A;B;B
210051021986;2021;4;F;1;3;1;2;0;2;1;0;2901106;Amélia Rodrigues;29;BA;2;1;1;2901106;Amélia Rodrigues;29;BA;1;1;1;1;909;881;892;899;514.7;490.1;528.3;461.2;ECDBDEDBADADADCBCDACBEDBEBADABCCECDCCCCEDBBCE;ADECCAECDCC*BBEABBCBDBADDDCBAEABAEBBBEDDCEBDA;99999EACDCDDCDCBBCCCACBBACCDADDBBDADEEEEADADACACBE;DEBEECDACAAADECBBBCECBADEAABBAECDBAACDCDCEECD;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;160;120;140;140;160;720;H;E;C;B;2;B;D;C;C;A;A;B;A;A;A;A;A;A;B;A;A;C;B;A;B
210053988260;2021;3;F;1;3;1;1;1;1;;0;;;;;;;;2312908;Sobral;23;CE;1;1;1;1;912;882;891;901;439.1;500.3;420.5;477.8;ADECDCDBECCDDABCDABEDBECABBEAEBCEDBDECCBDBDCA;DEDBCACDEAECBCAECABADBECABDBDDCEACAEBABECAEDA;99999AEACEDCDBADBBAABBCDDDECCBABCEBCCBEADBCCABCDCB;ADEDEDACBECCCDBAACEBCABDCDCDEAEBDDBDEDABCBCAE;1;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;140;120;120;140;160;680;B;C;F;B;4;B;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B
210054362933;2021;5;F;1;1;1;1;2;1;;0;;;;;;;;3548906;São Carlos;35;SP;0;1;1;0;;881;892;;;573.5;554.5;;;BEBCCACADAEDEADCAAABBEABBCBDDAEBADECCDEBCEDBA;ADEAC99999CDBAAAEDCCDEBDCBCDBDDDCEEDCEEACECDBBABDA;;0;;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;;1;180;140;140;160;200;820;G;G;D;D;3;N;B;D;D;B;B;B;B;B;A;B;B;B;C;A;A;D;B;E;B
210053511228;2021;3;F;1;1;1;1;1;1;;0;;;;;;;;3522208;Itapecerica da Serra;35;SP;1;1;1;1;912;882;891;901;629.9;661.3;605.6;570.4;EABBBEEBBCEEDABEADDDCEECBABCDEBCBECECDCDEBBEB;EBAAEAEBEACBBABCECBAAADDAEAECCADBCEDDEBBCACAB;ACABB99999EEDADCADACCDEABDCADADDDAADDACEDDADCDBBEA;DBCDECBDADCBDCCECBCDDABECDBCCEDEEDBDEDBDCBDCD;0;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;160;200;180;180;200;920;D;E;B;B;4;C;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;E;A;C;B
210052318126;2021;12;F;0;3;1;1;15;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;B;A;A;5;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
210051875009;2021;12;F;0;2;1;1;0;1;;0;;;;;;;;2207009;Oeiras;22;PI;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;A;A;5;A;A;C;D;A;A;B;B;A;A;A;A;A;B;A;B;B;A;A;B
210052441443;2021;3;F;1;1;1;2;0;2;1;0;2205565;Lagoa do Barro do Piauí;22;PI;2;1;1;2210003;São João do Piauí;22;PI;1;1;1;1;910;879;889;900;420.7;459.1;451.5;387.9;DBABECCEADDCBADCDCBDADCECAADBAECEEADDBDDEEABA;EACCCAAABEABBDAADAACBACACCABCBAADEABDAEBBDBDA;99999CAAAAADBEBABADEAEBDCDACDAADCABAADBAAEEAAADBBB;BACCAACEBBAACCACCAABCADEABCABEAABBCCCBCBCBDAB;1;ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE;1;120;120;120;120;100;580;B;C;A;A;6;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210052841102;2021;3;M;1;3;1;1;1;1;;0;;;;;;;;2615300;Timbaúba;26;PE;1;1;1;1;912;882;891;901;492.4;386.3;402.9;501.6;ACDDEBEBEBBAABEEDABACDCCDDAEDDCDACCBBADAEDDCE;DADEBBCDECBBEACCCBEAACDBEDCEACBBCEDACEDEEBCBC;99999BEACEDEAEAEBDCCBABADBEDADABDDBCAECAEBCDABAEDC;ACAAEDCBBAAADDCAAEEBCCBDACCDEAAEDCDBDCBAEEDCE;1;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;120;120;80;140;120;580;E;G;C;D;3;C;A;C;D;A;A;B;B;A;A;B;A;A;B;A;A;D;A;A;B
210051519789;2021;3;F;1;2;1;2;0;2;1;0;3303302;Niterói;33;RJ;2;1;1;3303302;Niterói;33;RJ;1;1;1;1;909;881;892;899;355.5;457.1;415.3;456.9;BBADDCBEACECDCEAABEEABECBDAAEDADEACBAABCAABEB;ACBECADBCADABCABEBCADBCABCACADADA.CACEADBEBBD;ACEDB99999ABADEB.ADCAEABECCDDEDEADAEBEDABCCADCAEDC;CBAECADEADEACDECDACBDEACDDBAABDCBCABDBBDCBCDE;0;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;120;120;120;120;120;600;D;E;B;A;6;A;A;A;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
210051848879;2021;1;F;1;3;1;2;0;2;1;0;1505031;Novo Progresso;15;PA;2;1;1;1505031;Novo Progresso;15;PA;1;1;1;1;912;882;891;901;429.8;460.7;489.9;470;DAEEBDDAEEDBCDBBADDEDECDABACBEDAEDCAECABBEACE;AAEBABEDCADCBDECADBEADEDADAABCCABDDCBEDACAADA;99999DCADADCBACDBDACBACABBEEDBAABDAEBECDBBCAACDEBA;ACDDBEBCBDACDAEBABCADBCECBDDCEDDABDCDBAEACDAA;1;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;120;120;140;160;200;740;F;D;E;D;4;F;A;D;D;B;A;B;B;B;B;A;A;A;C;A;A;D;A;C;B
210051789792;2021;3;M;1;3;1;1;1;1;;0;;;;;;;;2211001;Teresina;22;PI;1;1;1;1;909;881;892;899;609;636.2;570.4;753;CCDCABEEABCBCECCCDCDBECCDBEDEBCCBCBCCDEECABBA;BBECCCEEBAEAEAEBAAAEDEEBBECDDAAAAEADBBAACABBA;99999AACCECEAAAADABBDBBDCBCBBDDBDEEEADEAACBBAEAACB;EAAEBACDDEECCBCBCCBDCEAEDDADBDBDBCDEDCCADDCDD;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;160;200;160;200;200;920;D;D;B;C;5;C;A;B;D;A;B;B;B;A;A;A;A;A;B;A;A;D;A;B;B
210053640209;2021;11;M;1;2;1;1;0;1;;0;;;;;;;;2800308;Aracaju;28;SE;1;1;1;1;911;880;890;902;464.7;478.3;450;410.5;CCCCBBDEEBBDBEACEEDECDBDDBBCCEEADCCADBBECEEAA;CBECAAEEBCDCCCBDCEBCBBCEACCDBDBABEBAECADABEDB;99999CEACDDBCDDEEBCDBCEEEBC*AEDDDBEBCCCCAADDBBEBAB;DABBDDDACBBCCECCEEBDEBCCECBBAADBECECACBDADDCB;1;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;100;120;80;100;80;480;D;D;C;C;3;B;A;C;D;B;A;B;B;B;A;B;A;B;C;A;B;D;B;B;B
210051780521;2021;1;F;1;3;1;3;0;1;;1;;;;;;;;2803500;Lagarto;28;SE;1;1;1;1;911;880;890;902;509.7;574.4;521.9;574.9;CBCDCADDEEDEBEDCEDCBCCDACCDECCDBADAAACECAECDA;DBABAAEACBABEECEAEBAAECEBCAAEADEDABECCABCBDBC;DABCA99999DAEDCEABCCDBEAEDBDACEADEBBBAAABADDECADDB;DBAACDBCACCAEEDBCDBDDEEBCDCDDBDBCEBADCBEBACEB;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;100;180;120;120;100;620;B;E;B;C;3;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;B;D;A;A;B
210053895035;2021;3;F;1;2;1;1;1;1;;0;;;;;;;;3203205;Linhares;32;ES;1;1;1;1;911;880;890;902;542.4;624.8;599.7;601.4;CDCBDCBEEDECEEAEACCCCCDADEAEDCDCCCBBBEADBEDCC;DCBBAEEBBBABDECEDEAAADBEACAAAAADDEBAEAADCBACC;ABECD99999BDEACBCADCCBDAAEDDAACADCBABAACEDDDCBDDBD;DCCDCDBEDBDCAEDEEDBECBEBAEBCAACDCEECABBEABECD;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;160;40;40;160;40;440;F;E;B;B;4;E;A;C;C;B;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B
210053921835;2021;11;M;1;1;1;1;10;1;;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;910;879;889;900;564;603;541.3;671.9;AADACCDCAEDDCBDCDCDCABCCEDBBBCCEEAAEBDBEDDBBE;BEDCDBDBCDDEEBBAEEEABEECCABBBECBEAAAAAABCEDCB;CAABB99999ABCABADEACACBADBBBBAADBCBAEDADBAAABDCBBE;DDCCBDCCBEDBEABAEBAEEBCDBABECBDAABEDADAEDACDE;0;ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE;1;100;120;80;120;140;560;B;F;B;B;3;F;A;B;C;B;A;B;A;B;A;B;A;A;C;A;A;D;B;B;B
210051095584;2021;4;F;1;3;1;1;1;1;;0;;;;;;;;3171204;Vespasiano;31;MG;1;1;1;1;911;880;890;902;520.5;410.9;529;494.7;CCADADBAECCBEEADCCBEEEDCEABBAAEDECDABEAEBECBC;DBADCAEDDBDBEBBCAEBEADBEBEBDEDBEAABBADADBDCBA;99999AAADBCCAAECBACDBCEAACDEABEADCDDCBDCEEDACDCDAD;BCDBAEADCCACBABABDDDDAEBDBBADBACBBBCDBBACEBBE;1;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;140;180;120;140;100;680;F;E;F;B;2;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
210051222860;2021;3;F;1;3;1;1;2;1;;0;;;;;;;;2504306;Catolé do Rocha;25;PB;1;1;1;1;912;882;891;901;472.6;571.9;539.3;611.5;BDEDBBEAEBEBABBAEDDBBDACABBDABDABCCDCCBDCDDCD;DAEDEEEBEDEBBABCECADAACEBBAECBBBBBBDDCBACAEBA;AAABB99999DEEAACBDADCAEABBAAABCEDAEDDCEACCDCCBDCEE;CDEEEDDCDBCCAEACDECCCCABCCABCDCAEDCCDBAEEACCB;0;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;120;140;120;140;120;640;B;D;A;A;4;B;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
210054070248;2021;10;F;1;4;1;1;5;1;;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;912;882;891;901;472.4;436.5;409.2;415.8;DCDDEAEBECCEBEAEEDEAACBCDBDBBECBAABADDCDCCDDD;CACBABBBEDBADDCABEBACBADBBAECDADDCAAEADACABDC;99999BECCABCBBDABBCABEEAABADCDAEAACCDABADBAADEDAEB;CABAEEBDDAEEEBAEECAAACBECCCCEDAACCABDABEEAAAB;1;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;100;120;100;120;80;520;A;B;B;B;4;A;A;B;A;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210052551312;2021;2;F;1;2;1;2;0;2;1;0;;;;;;;;3303609;Paracambi;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;D;5;A;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210053947920;2021;5;F;1;2;1;1;2;1;;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;909;881;892;899;370.8;576.7;527;570.5;DCEAEACAADBBCEDBEBECADDDCCABEACCBDEBEDBACCDED;DCEECCECEBDAEAEBABCEEDEBBDADBCABAEDBCADAEACBA;99999AADCDBDBCDADDCCCADBCEDAEEBDCEADEEEABCDDAAAACB;EABEABCDBADACEBABCDAEBBADECCADEBCDEABDCDDBEAC;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;80;180;120;120;100;600;H;E;F;B;5;D;A;B;D;A;A;B;B;B;A;B;A;A;B;A;A;E;B;A;B
210051299981;2021;2;F;1;2;1;2;0;2;1;0;3304557;Rio de Janeiro;33;RJ;2;1;1;3304557;Rio de Janeiro;33;RJ;1;1;1;1;909;881;892;899;389.5;495.8;517.3;585.2;BAABCECACDDDBEEAABDAAECECCDDCBCAAEAAECDDBAADB;ECECCAABEBECBADAADECEBEBA*.ADACBAAEDACACDDAAB;99999AAACEADBBDEBDABAACDCADEDCABCEADEBECABDAAEEEDB;BAAECEADCBDACDBCEBCCEBBDDDAADBCBCDBAEDCBABCAB;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;80;120;100;100;0;400;F;D;F;B;3;C;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
210051434136;2021;10;F;1;3;1;1;0;1;;0;;;;;;;;2501104;Areia;25;PB;1;1;1;1;909;881;892;899;404.5;435.3;411.9;398.2;EBBEDEDCADDCEDBBEADAEEBDABBDECBCAABEDBABBDBAE;AAEECCEDCACAAADCEBDDCBADDDAE*BABCCAACDDEBEEDE;99999ADCDAABBDBBCDACABBBEAABEDBDAAEADCDACDCAECCABA;CDECEBEAAAAABCDCEBBACBAEDCEAABBBDECEDBBDAAEDC;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;120;120;100;120;100;560;A;B;A;A;4;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
210052230914;2021;2;M;1;3;1;3;0;1;;1;;;;;;;;2613909;Serra Talhada;26;PE;1;1;1;1;911;880;890;902;420.2;469.3;481.2;471;CEBBEDDCDADEADDDCBCABCBCDECAADAEADACDABEBAABD;CACAAEBACBCBDBBACDBEACBAABAABEDCBEAAECBADADCD;99999ABACADCAAABAACDDABACACAEAEAEEDECCACDAADAAAEAD;CACDCDBACBECDDDEDCCEDECEACDCACDBEDCBACEBBCCDB;1;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;140;180;120;120;80;640;E;E;B;B;5;B;A;B;D;A;A;B;B;A;A;B;A;A;B;B;A;E;A;A;B
